ec1,time,sequence,sn1,result,event
11180.0,2011-10-03 10:21:42,173868,5000,DECLINED,M
11180.0,2011-10-03 10:21:42,173868,5000,DECLINED,P
11029.0,2011-10-20 09:11:49,173868,5000,DECLINED,Q
10609.0,2011-10-26 08:07:33,173868,5000,DECLINED,N
10909.0,2011-10-04 19:40:46,173871,15500,DECLINED,O
10909.0,2011-10-04 19:40:47,173871,15500,DECLINED,M
10909.0,2011-10-04 19:40:47,173871,15500,DECLINED,P
11029.0,2011-10-11 10:01:11,173871,15500,DECLINED,Q
10138.0,2011-10-14 10:05:53,173871,15500,DECLINED,N
11201.0,2011-10-03 14:00:45,173880,50000,ACCEPTED,O
11201.0,2011-10-03 14:00:46,173880,50000,ACCEPTED,M
11201.0,2011-10-03 14:00:46,173880,50000,ACCEPTED,P
11029.0,2011-10-24 11:28:26,173880,50000,ACCEPTED,Q
11169.0,2011-10-28 16:27:23,173880,50000,ACCEPTED,L
11169.0,2011-10-28 16:27:23,173880,50000,ACCEPTED,O
11169.0,2011-10-28 16:27:25,173880,50000,ACCEPTED,M
11169.0,2011-10-28 16:27:25,173880,50000,ACCEPTED,P
10789.0,2011-11-04 11:46:11,173880,50000,ACCEPTED,Q
10138.0,2011-11-04 13:09:38,173880,50000,ACCEPTED,K
11180.0,2011-10-03 15:29:05,173928,33000,ACCEPTED,O
11180.0,2011-10-03 15:29:06,173928,33000,ACCEPTED,M
11180.0,2011-10-03 15:29:06,173928,33000,ACCEPTED,P
11180.0,2011-10-03 15:30:07,173928,33000,ACCEPTED,L
11180.0,2011-10-03 15:30:07,173928,33000,ACCEPTED,O
11180.0,2011-10-03 15:30:09,173928,33000,ACCEPTED,M
11180.0,2011-10-03 15:30:09,173928,33000,ACCEPTED,P
11029.0,2011-10-26 10:23:27,173928,33000,ACCEPTED,Q
10972.0,2011-11-29 09:27:25,173928,33000,ACCEPTED,K
10982.0,2011-10-03 20:05:38,173943,7493,CANCELLED,O
10982.0,2011-10-03 20:06:25,173943,7493,CANCELLED,M
10982.0,2011-10-03 20:06:25,173943,7493,CANCELLED,P
112.0,2011-11-03 09:15:32,173943,7493,CANCELLED,L
11180.0,2011-10-03 10:53:05,173946,8000,CANCELLED,O
11180.0,2011-10-03 10:53:06,173946,8000,CANCELLED,M
11180.0,2011-10-03 10:53:06,173946,8000,CANCELLED,P
112.0,2011-11-03 09:15:22,173946,8000,CANCELLED,L
11169.0,2011-10-04 12:24:38,173949,50000,DECLINED,O
11169.0,2011-10-04 12:25:26,173949,50000,DECLINED,M
11169.0,2011-10-04 12:25:26,173949,50000,DECLINED,P
11121.0,2011-10-24 09:08:04,173949,50000,DECLINED,L
11121.0,2011-10-24 09:08:04,173949,50000,DECLINED,O
11121.0,2011-10-24 09:08:08,173949,50000,DECLINED,M
11121.0,2011-10-24 09:08:08,173949,50000,DECLINED,P
11049.0,2011-10-27 10:53:52,173949,50000,DECLINED,Q
10629.0,2011-10-31 14:33:55,173949,50000,DECLINED,N
10913.0,2011-10-03 11:35:26,173979,30000,ACCEPTED,O
10913.0,2011-10-03 11:35:28,173979,30000,ACCEPTED,M
10913.0,2011-10-03 11:35:28,173979,30000,ACCEPTED,P
11049.0,2011-10-10 10:41:34,173979,30000,ACCEPTED,Q
10972.0,2011-10-11 14:01:47,173979,30000,ACCEPTED,K
11180.0,2011-10-03 12:36:32,173982,8000,CANCELLED,O
11180.0,2011-10-03 12:36:33,173982,8000,CANCELLED,M
11180.0,2011-10-03 12:36:33,173982,8000,CANCELLED,P
11119.0,2011-10-10 17:27:02,173982,8000,CANCELLED,L
10971.0,2011-10-03 09:54:36,173985,5800,DECLINED,O
10971.0,2011-10-03 09:54:37,173985,5800,DECLINED,M
10971.0,2011-10-03 09:54:37,173985,5800,DECLINED,P
10899.0,2011-10-10 12:52:18,173985,5800,DECLINED,Q
10609.0,2011-10-13 10:26:07,173985,5800,DECLINED,N
11200.0,2011-10-04 12:44:41,173997,50000,CANCELLED,O
11200.0,2011-10-04 12:44:41,173997,50000,CANCELLED,M
11200.0,2011-10-04 12:44:42,173997,50000,CANCELLED,P
11180.0,2011-10-19 10:30:56,173997,50000,CANCELLED,L
10971.0,2011-10-03 10:47:16,174000,20000,CANCELLED,O
10971.0,2011-10-03 10:47:17,174000,20000,CANCELLED,M
10971.0,2011-10-03 10:47:17,174000,20000,CANCELLED,P
112.0,2011-11-03 09:15:19,174000,20000,CANCELLED,L
11201.0,2011-10-03 15:31:53,174009,7000,DECLINED,O
11201.0,2011-10-03 15:31:55,174009,7000,DECLINED,M
11201.0,2011-10-03 15:31:55,174009,7000,DECLINED,P
10899.0,2011-10-10 13:25:01,174009,7000,DECLINED,Q
10609.0,2011-10-13 09:35:26,174009,7000,DECLINED,N
11120.0,2011-10-03 14:29:07,174012,7500,CANCELLED,O
11120.0,2011-10-03 14:29:08,174012,7500,CANCELLED,M
11120.0,2011-10-03 14:29:08,174012,7500,CANCELLED,P
11120.0,2011-10-03 14:31:08,174012,7500,CANCELLED,O
11120.0,2011-10-03 14:31:08,174012,7500,CANCELLED,L
11120.0,2011-10-03 14:31:10,174012,7500,CANCELLED,M
11120.0,2011-10-03 14:31:10,174012,7500,CANCELLED,P
11181.0,2011-10-18 17:35:53,174012,7500,CANCELLED,L
11189.0,2011-10-10 12:12:06,174039,26000,ACCEPTED,O
11189.0,2011-10-10 12:12:07,174039,26000,ACCEPTED,M
11189.0,2011-10-10 12:12:07,174039,26000,ACCEPTED,P
11049.0,2011-10-21 09:33:53,174039,26000,ACCEPTED,Q
10972.0,2011-10-27 10:01:32,174039,26000,ACCEPTED,K
11201.0,2011-10-03 14:28:02,174060,6000,ACCEPTED,O
11201.0,2011-10-03 14:28:04,174060,6000,ACCEPTED,M
11201.0,2011-10-03 14:28:04,174060,6000,ACCEPTED,P
11202.0,2011-10-03 14:48:36,174060,6000,ACCEPTED,L
11202.0,2011-10-03 14:48:36,174060,6000,ACCEPTED,O
11202.0,2011-10-03 14:48:37,174060,6000,ACCEPTED,M
11202.0,2011-10-03 14:48:37,174060,6000,ACCEPTED,P
11202.0,2011-10-03 14:52:32,174060,6000,ACCEPTED,L
11202.0,2011-10-03 14:52:32,174060,6000,ACCEPTED,O
11202.0,2011-10-03 14:52:33,174060,6000,ACCEPTED,M
11202.0,2011-10-03 14:52:33,174060,6000,ACCEPTED,P
11202.0,2011-10-27 20:09:04,174060,6000,ACCEPTED,O
11202.0,2011-10-27 20:09:04,174060,6000,ACCEPTED,L
11202.0,2011-10-27 20:09:06,174060,6000,ACCEPTED,M
11202.0,2011-10-27 20:09:06,174060,6000,ACCEPTED,P
11202.0,2011-10-27 20:13:10,174060,6000,ACCEPTED,L
11202.0,2011-10-27 20:13:10,174060,6000,ACCEPTED,O
11202.0,2011-10-27 20:13:11,174060,6000,ACCEPTED,M
11202.0,2011-10-27 20:13:12,174060,6000,ACCEPTED,P
10913.0,2011-11-19 12:29:09,174060,6000,ACCEPTED,O
10913.0,2011-11-19 12:29:09,174060,6000,ACCEPTED,L
10913.0,2011-11-19 12:29:11,174060,6000,ACCEPTED,M
10913.0,2011-11-19 12:29:11,174060,6000,ACCEPTED,P
10899.0,2011-11-30 14:12:04,174060,6000,ACCEPTED,Q
10609.0,2011-12-13 09:44:17,174060,6000,ACCEPTED,K
10880.0,2011-10-03 17:22:31,174069,43640,DECLINED,O
10880.0,2011-10-03 17:22:33,174069,43640,DECLINED,M
10880.0,2011-10-03 17:22:33,174069,43640,DECLINED,P
10880.0,2011-10-03 17:26:15,174069,43640,DECLINED,O
10880.0,2011-10-03 17:26:15,174069,43640,DECLINED,L
10880.0,2011-10-03 17:26:16,174069,43640,DECLINED,M
10880.0,2011-10-03 17:26:16,174069,43640,DECLINED,P
10899.0,2011-10-10 13:06:19,174069,43640,DECLINED,Q
10809.0,2011-10-13 16:28:38,174069,43640,DECLINED,N
10809.0,2011-10-03 14:31:15,174084,8400,ACCEPTED,O
10809.0,2011-10-03 14:31:17,174084,8400,ACCEPTED,M
10809.0,2011-10-03 14:31:17,174084,8400,ACCEPTED,P
10809.0,2011-10-03 14:34:06,174084,8400,ACCEPTED,Q
10809.0,2011-10-04 10:17:26,174084,8400,ACCEPTED,K
11180.0,2011-10-03 15:57:34,174093,21000,CANCELLED,O
11180.0,2011-10-03 15:57:34,174093,21000,CANCELLED,M
11180.0,2011-10-03 15:57:35,174093,21000,CANCELLED,P
112.0,2011-11-03 09:15:29,174093,21000,CANCELLED,L
10629.0,2011-10-03 14:38:13,174105,5000,ACCEPTED,O
10629.0,2011-10-03 14:38:14,174105,5000,ACCEPTED,M
10629.0,2011-10-03 14:38:14,174105,5000,ACCEPTED,P
10629.0,2011-10-03 14:39:18,174105,5000,ACCEPTED,Q
10629.0,2011-10-03 14:46:47,174105,5000,ACCEPTED,K
10880.0,2011-10-03 18:28:13,174132,5000,ACCEPTED,O
10880.0,2011-10-03 18:29:02,174132,5000,ACCEPTED,M
10880.0,2011-10-03 18:29:02,174132,5000,ACCEPTED,P
11049.0,2011-10-11 11:12:13,174132,5000,ACCEPTED,Q
10609.0,2011-10-13 15:53:32,174132,5000,ACCEPTED,L
10609.0,2011-10-13 15:53:32,174132,5000,ACCEPTED,O
10609.0,2011-10-13 15:53:33,174132,5000,ACCEPTED,M
10609.0,2011-10-13 15:53:33,174132,5000,ACCEPTED,P
10939.0,2011-10-13 20:50:00,174132,5000,ACCEPTED,L
10939.0,2011-10-13 20:50:00,174132,5000,ACCEPTED,O
10939.0,2011-10-13 20:50:01,174132,5000,ACCEPTED,M
10939.0,2011-10-13 20:50:01,174132,5000,ACCEPTED,P
11029.0,2011-10-26 10:07:51,174132,5000,ACCEPTED,Q
10889.0,2011-10-31 19:20:37,174132,5000,ACCEPTED,L
10889.0,2011-10-31 19:20:37,174132,5000,ACCEPTED,O
10889.0,2011-10-31 19:20:38,174132,5000,ACCEPTED,M
10889.0,2011-10-31 19:20:38,174132,5000,ACCEPTED,P
10899.0,2011-11-07 12:05:03,174132,5000,ACCEPTED,Q
10609.0,2011-11-07 14:21:46,174132,5000,ACCEPTED,K
11179.0,2011-10-04 14:05:27,174144,21000,ACCEPTED,O
11179.0,2011-10-04 14:05:57,174144,21000,ACCEPTED,M
11179.0,2011-10-04 14:05:57,174144,21000,ACCEPTED,P
11029.0,2011-10-11 10:09:36,174144,21000,ACCEPTED,Q
10629.0,2011-10-14 18:40:13,174144,21000,ACCEPTED,K
10982.0,2011-10-04 17:50:51,174153,1000,DECLINED,O
10982.0,2011-10-04 17:50:52,174153,1000,DECLINED,M
10982.0,2011-10-04 17:50:52,174153,1000,DECLINED,P
11029.0,2011-10-12 09:22:28,174153,1000,DECLINED,Q
10629.0,2011-10-17 14:22:58,174153,1000,DECLINED,N
11119.0,2011-10-03 19:29:19,174168,7897,CANCELLED,O
11119.0,2011-10-03 19:29:21,174168,7897,CANCELLED,M
11119.0,2011-10-03 19:29:21,174168,7897,CANCELLED,P
10899.0,2011-10-10 13:18:06,174168,7897,CANCELLED,Q
10939.0,2011-10-13 18:21:09,174168,7897,CANCELLED,L
11200.0,2011-10-04 09:44:06,174237,15000,DECLINED,O
11200.0,2011-10-04 09:44:07,174237,15000,DECLINED,M
11200.0,2011-10-04 09:44:07,174237,15000,DECLINED,P
11049.0,2011-10-31 12:48:09,174237,15000,DECLINED,Q
11169.0,2011-11-03 15:01:19,174237,15000,DECLINED,N
10889.0,2011-10-04 16:07:39,174261,10000,DECLINED,O
10889.0,2011-10-04 16:07:40,174261,10000,DECLINED,M
10889.0,2011-10-04 16:07:40,174261,10000,DECLINED,P
11029.0,2011-10-12 09:08:05,174261,10000,DECLINED,Q
10809.0,2011-10-18 09:44:40,174261,10000,DECLINED,N
11200.0,2011-10-04 10:52:14,174279,10000,CANCELLED,O
11200.0,2011-10-04 10:52:15,174279,10000,CANCELLED,M
11200.0,2011-10-04 10:52:15,174279,10000,CANCELLED,P
11119.0,2011-10-11 18:10:45,174279,10000,CANCELLED,L
10982.0,2011-10-04 19:30:06,174291,15000,CANCELLED,O
10982.0,2011-10-04 19:30:07,174291,15000,CANCELLED,M
10982.0,2011-10-04 19:30:07,174291,15000,CANCELLED,P
11119.0,2011-10-19 19:32:42,174291,15000,CANCELLED,L
10859.0,2011-10-04 12:55:31,174322,15000,CANCELLED,O
10859.0,2011-10-04 12:55:33,174322,15000,CANCELLED,M
10859.0,2011-10-04 12:55:33,174322,15000,CANCELLED,P
112.0,2011-11-04 09:15:15,174322,15000,CANCELLED,L
11121.0,2011-10-04 17:52:10,174325,15000,ACCEPTED,O
11121.0,2011-10-04 17:52:11,174325,15000,ACCEPTED,M
11121.0,2011-10-04 17:52:11,174325,15000,ACCEPTED,P
10899.0,2011-10-10 14:37:42,174325,15000,ACCEPTED,Q
10809.0,2011-10-11 10:13:32,174325,15000,ACCEPTED,K
11200.0,2011-10-04 13:05:04,174358,6000,DECLINED,O
11200.0,2011-10-04 13:05:05,174358,6000,DECLINED,M
11200.0,2011-10-04 13:05:05,174358,6000,DECLINED,P
10789.0,2011-10-21 10:19:39,174358,6000,DECLINED,Q
10609.0,2011-10-27 09:54:08,174358,6000,DECLINED,L
10609.0,2011-10-27 09:54:08,174358,6000,DECLINED,O
10609.0,2011-10-27 09:54:09,174358,6000,DECLINED,M
10609.0,2011-10-27 09:54:09,174358,6000,DECLINED,P
11029.0,2011-11-07 10:16:17,174358,6000,DECLINED,Q
10609.0,2011-11-07 11:34:20,174358,6000,DECLINED,N
10859.0,2011-10-04 15:10:38,174379,9500,CANCELLED,O
10859.0,2011-10-04 15:10:39,174379,9500,CANCELLED,M
10859.0,2011-10-04 15:10:39,174379,9500,CANCELLED,P
10862.0,2011-10-15 12:36:22,174379,9500,CANCELLED,L
11001.0,2011-10-04 14:19:38,174385,15000,ACCEPTED,O
11001.0,2011-10-04 14:19:39,174385,15000,ACCEPTED,M
11001.0,2011-10-04 14:19:39,174385,15000,ACCEPTED,P
11049.0,2011-10-10 10:43:35,174385,15000,ACCEPTED,Q
10629.0,2011-10-12 09:12:14,174385,15000,ACCEPTED,K
10971.0,2011-10-04 14:22:51,174388,6000,DECLINED,O
10971.0,2011-10-04 14:22:53,174388,6000,DECLINED,M
10971.0,2011-10-04 14:22:53,174388,6000,DECLINED,P
10789.0,2011-10-07 12:33:46,174388,6000,DECLINED,Q
10629.0,2011-10-11 15:57:58,174388,6000,DECLINED,N
11179.0,2011-10-04 14:42:27,174394,10000,DECLINED,O
11179.0,2011-10-04 14:42:28,174394,10000,DECLINED,M
11179.0,2011-10-04 14:42:28,174394,10000,DECLINED,P
10899.0,2011-10-10 13:13:12,174394,10000,DECLINED,Q
10609.0,2011-10-13 08:48:03,174394,10000,DECLINED,N
10862.0,2011-10-04 17:24:38,174397,20000,DECLINED,O
10862.0,2011-10-04 17:24:39,174397,20000,DECLINED,M
10862.0,2011-10-04 17:24:39,174397,20000,DECLINED,P
11049.0,2011-10-13 13:47:01,174397,20000,DECLINED,Q
10138.0,2011-10-21 09:20:59,174397,20000,DECLINED,N
11001.0,2011-10-04 15:03:30,174403,25000,DECLINED,O
11001.0,2011-10-04 15:03:32,174403,25000,DECLINED,M
11001.0,2011-10-04 15:03:32,174403,25000,DECLINED,P
11029.0,2011-10-20 08:56:50,174403,25000,DECLINED,Q
10138.0,2011-10-26 15:01:27,174403,25000,DECLINED,N
11001.0,2011-10-04 14:47:46,174406,11300,CANCELLED,O
11001.0,2011-10-04 14:47:47,174406,11300,CANCELLED,M
11001.0,2011-10-04 14:47:47,174406,11300,CANCELLED,P
112.0,2011-11-04 09:15:18,174406,11300,CANCELLED,L
11121.0,2011-10-04 19:26:03,174409,25000,ACCEPTED,O
11121.0,2011-10-04 19:26:04,174409,25000,ACCEPTED,M
11121.0,2011-10-04 19:26:04,174409,25000,ACCEPTED,P
10982.0,2011-10-04 19:46:23,174409,25000,ACCEPTED,O
10982.0,2011-10-04 19:46:23,174409,25000,ACCEPTED,L
10982.0,2011-10-04 19:46:25,174409,25000,ACCEPTED,M
10982.0,2011-10-04 19:46:25,174409,25000,ACCEPTED,P
11029.0,2011-10-11 09:33:11,174409,25000,ACCEPTED,Q
10138.0,2011-10-14 09:22:21,174409,25000,ACCEPTED,K
11169.0,2011-10-06 16:17:52,174418,21000,DECLINED,O
11169.0,2011-10-06 16:17:53,174418,21000,DECLINED,M
11169.0,2011-10-06 16:17:53,174418,21000,DECLINED,P
11029.0,2011-10-20 09:04:51,174418,21000,DECLINED,Q
10629.0,2011-10-27 11:23:33,174418,21000,DECLINED,N
11179.0,2011-10-04 15:20:18,174430,20000,ACCEPTED,O
11179.0,2011-10-04 15:20:19,174430,20000,ACCEPTED,M
11179.0,2011-10-04 15:20:19,174430,20000,ACCEPTED,P
11029.0,2011-10-11 09:21:03,174430,20000,ACCEPTED,Q
10629.0,2011-10-14 15:52:25,174430,20000,ACCEPTED,K
11202.0,2011-10-04 15:57:33,174436,15000,DECLINED,O
11202.0,2011-10-04 15:57:34,174436,15000,DECLINED,M
11202.0,2011-10-04 15:57:34,174436,15000,DECLINED,P
10982.0,2011-10-10 19:14:35,174436,15000,DECLINED,L
10982.0,2011-10-10 19:14:35,174436,15000,DECLINED,O
10982.0,2011-10-10 19:14:37,174436,15000,DECLINED,M
10982.0,2011-10-10 19:14:37,174436,15000,DECLINED,P
10982.0,2011-10-18 19:14:04,174436,15000,DECLINED,O
10982.0,2011-10-18 19:14:04,174436,15000,DECLINED,L
10982.0,2011-10-18 19:14:06,174436,15000,DECLINED,M
10982.0,2011-10-18 19:14:06,174436,15000,DECLINED,P
11049.0,2011-10-24 10:37:34,174436,15000,DECLINED,Q
10913.0,2011-10-28 20:14:23,174436,15000,DECLINED,N
10889.0,2011-10-04 16:18:11,174448,8500,ACCEPTED,O
10889.0,2011-10-04 16:18:13,174448,8500,ACCEPTED,M
10889.0,2011-10-04 16:18:13,174448,8500,ACCEPTED,P
11049.0,2011-10-10 10:38:38,174448,8500,ACCEPTED,Q
10629.0,2011-10-12 12:05:55,174448,8500,ACCEPTED,K
11169.0,2011-10-05 10:33:38,174469,10000,DECLINED,O
11169.0,2011-10-05 10:33:39,174469,10000,DECLINED,M
11169.0,2011-10-05 10:33:39,174469,10000,DECLINED,P
11049.0,2011-10-11 11:28:11,174469,10000,DECLINED,Q
10138.0,2011-10-14 14:32:52,174469,10000,DECLINED,N
11179.0,2011-10-05 13:59:25,174478,15000,ACCEPTED,O
11179.0,2011-10-05 13:59:26,174478,15000,ACCEPTED,M
11179.0,2011-10-05 13:59:26,174478,15000,ACCEPTED,P
11179.0,2011-10-05 14:00:34,174478,15000,ACCEPTED,O
11179.0,2011-10-05 14:00:34,174478,15000,ACCEPTED,L
11179.0,2011-10-05 14:00:34,174478,15000,ACCEPTED,M
11179.0,2011-10-05 14:00:34,174478,15000,ACCEPTED,P
11029.0,2011-10-17 11:26:17,174478,15000,ACCEPTED,Q
10972.0,2011-10-21 13:31:57,174478,15000,ACCEPTED,K
11179.0,2011-10-04 20:43:32,174508,5000,DECLINED,O
11179.0,2011-10-04 20:43:34,174508,5000,DECLINED,M
11179.0,2011-10-04 20:43:34,174508,5000,DECLINED,P
11029.0,2011-10-17 10:56:20,174508,5000,DECLINED,Q
10609.0,2011-10-21 13:46:51,174508,5000,DECLINED,N
11169.0,2011-10-12 13:08:52,174517,6500,CANCELLED,O
11169.0,2011-10-12 13:09:39,174517,6500,CANCELLED,M
11169.0,2011-10-12 13:09:40,174517,6500,CANCELLED,P
112.0,2011-11-12 09:15:26,174517,6500,CANCELLED,L
11169.0,2011-10-05 16:47:53,174529,50000,DECLINED,O
11169.0,2011-10-05 16:47:55,174529,50000,DECLINED,M
11169.0,2011-10-05 16:47:55,174529,50000,DECLINED,P
11049.0,2011-10-18 09:18:43,174529,50000,DECLINED,Q
10629.0,2011-10-24 13:15:48,174529,50000,DECLINED,N
11120.0,2011-10-05 09:19:18,174535,15000,ACCEPTED,O
11120.0,2011-10-05 09:19:19,174535,15000,ACCEPTED,M
11120.0,2011-10-05 09:19:19,174535,15000,ACCEPTED,P
10899.0,2011-10-12 10:55:10,174535,15000,ACCEPTED,Q
10629.0,2011-10-14 20:56:10,174535,15000,ACCEPTED,K
11200.0,2011-10-05 19:04:26,174541,25000,CANCELLED,O
11200.0,2011-10-05 19:04:27,174541,25000,CANCELLED,M
11200.0,2011-10-05 19:04:27,174541,25000,CANCELLED,P
10913.0,2011-11-01 19:31:47,174541,25000,CANCELLED,L
11202.0,2011-10-05 14:36:12,174547,9200,CANCELLED,O
11202.0,2011-10-05 14:36:12,174547,9200,CANCELLED,M
11202.0,2011-10-05 14:36:12,174547,9200,CANCELLED,P
112.0,2011-11-05 09:15:53,174547,9200,CANCELLED,L
11189.0,2011-10-05 09:34:31,174559,10000,DECLINED,O
11189.0,2011-10-05 09:34:32,174559,10000,DECLINED,M
11189.0,2011-10-05 09:34:32,174559,10000,DECLINED,P
11049.0,2011-10-18 09:57:54,174559,10000,DECLINED,Q
10609.0,2011-10-25 09:08:37,174559,10000,DECLINED,N
11180.0,2011-10-05 10:07:21,174568,5000,CANCELLED,O
11180.0,2011-10-05 10:07:22,174568,5000,CANCELLED,M
11180.0,2011-10-05 10:07:22,174568,5000,CANCELLED,P
11121.0,2011-10-25 20:15:29,174568,5000,CANCELLED,L
11202.0,2011-10-05 15:40:53,174577,15000,ACCEPTED,O
11202.0,2011-10-05 15:40:55,174577,15000,ACCEPTED,M
11202.0,2011-10-05 15:40:55,174577,15000,ACCEPTED,P
11029.0,2011-10-14 10:03:10,174577,15000,ACCEPTED,Q
10972.0,2011-11-02 15:42:05,174577,15000,ACCEPTED,K
11169.0,2011-10-05 10:10:49,174629,50000,ACCEPTED,O
11169.0,2011-10-05 10:10:50,174629,50000,ACCEPTED,M
11169.0,2011-10-05 10:10:50,174629,50000,ACCEPTED,P
11029.0,2011-10-19 09:51:56,174629,50000,ACCEPTED,Q
10629.0,2011-10-26 14:53:37,174629,50000,ACCEPTED,K
11200.0,2011-10-06 20:26:44,174650,7500,ACCEPTED,O
11200.0,2011-10-06 20:26:46,174650,7500,ACCEPTED,M
11200.0,2011-10-06 20:26:46,174650,7500,ACCEPTED,P
11200.0,2011-10-06 20:27:37,174650,7500,ACCEPTED,L
11200.0,2011-10-06 20:27:37,174650,7500,ACCEPTED,O
11200.0,2011-10-06 20:27:38,174650,7500,ACCEPTED,M
11200.0,2011-10-06 20:27:38,174650,7500,ACCEPTED,P
11049.0,2011-10-17 11:18:38,174650,7500,ACCEPTED,Q
