ec1,time,sequence,sn1,result,event
112.0,2011-10-01 13:12:58,173739,10000,ACCEPTED,G
112.0,2011-10-01 13:13:42,173739,10000,ACCEPTED,H
11000.0,2011-10-01 15:54:11,173739,10000,ACCEPTED,A
11000.0,2011-10-01 15:56:39,173739,10000,ACCEPTED,F
10629.0,2011-10-14 16:22:47,173739,10000,ACCEPTED,I
10629.0,2011-10-14 16:22:47,173739,10000,ACCEPTED,C
10629.0,2011-10-14 16:22:47,173739,10000,ACCEPTED,B
112.0,2011-10-01 13:44:12,173742,6000,DECLINED,J
112.0,2011-10-01 13:44:12,173742,6000,DECLINED,G
10939.0,2011-10-01 14:56:21,173742,6000,DECLINED,H
11120.0,2011-10-14 15:52:04,173742,6000,DECLINED,E
112.0,2011-10-01 14:08:16,173745,2000,CANCELLED,J
112.0,2011-10-01 14:08:16,173745,2000,CANCELLED,G
10939.0,2011-10-01 15:21:26,173745,2000,CANCELLED,H
11111.0,2011-10-01 15:55:33,173745,2000,CANCELLED,A
11111.0,2011-10-01 15:58:41,173745,2000,CANCELLED,F
11000.0,2011-10-08 12:45:57,173745,2000,CANCELLED,D
112.0,2011-10-01 14:14:39,173751,10000,ACCEPTED,J
112.0,2011-10-01 14:14:39,173751,10000,ACCEPTED,G
112.0,2011-10-01 14:15:21,173751,10000,ACCEPTED,H
11111.0,2011-10-01 16:43:08,173751,10000,ACCEPTED,A
11111.0,2011-10-01 16:49:59,173751,10000,ACCEPTED,F
10138.0,2011-10-11 10:39:30,173751,10000,ACCEPTED,I
10138.0,2011-10-11 10:39:30,173751,10000,ACCEPTED,B
10138.0,2011-10-11 10:39:30,173751,10000,ACCEPTED,C
112.0,2011-10-01 15:15:17,173760,32000,ACCEPTED,J
112.0,2011-10-01 15:15:17,173760,32000,ACCEPTED,G
112.0,2011-10-01 15:15:57,173760,32000,ACCEPTED,H
11019.0,2011-10-01 15:56:34,173760,32000,ACCEPTED,A
11019.0,2011-10-01 16:01:43,173760,32000,ACCEPTED,F
10972.0,2011-10-14 15:41:03,173760,32000,ACCEPTED,C
10972.0,2011-10-14 15:41:03,173760,32000,ACCEPTED,B
10972.0,2011-10-14 15:41:03,173760,32000,ACCEPTED,I
112.0,2011-10-01 16:12:02,173766,2000,CANCELLED,J
112.0,2011-10-01 16:12:02,173766,2000,CANCELLED,G
112.0,2011-10-01 16:12:45,173766,2000,CANCELLED,H
11180.0,2011-10-06 20:52:10,173766,2000,CANCELLED,D
112.0,2011-10-01 16:39:55,173772,3000,DECLINED,J
112.0,2011-10-01 16:39:55,173772,3000,DECLINED,G
112.0,2011-10-01 16:40:31,173772,3000,DECLINED,E
112.0,2011-10-01 16:59:00,173775,10000,DECLINED,J
112.0,2011-10-01 16:59:00,173775,10000,DECLINED,G
112.0,2011-10-01 16:59:31,173775,10000,DECLINED,H
10913.0,2011-10-03 10:38:00,173775,10000,DECLINED,E
112.0,2011-10-01 18:10:34,173781,1500,DECLINED,J
112.0,2011-10-01 18:10:34,173781,1500,DECLINED,G
112.0,2011-10-01 18:11:13,173781,1500,DECLINED,H
11180.0,2011-10-03 09:24:47,173781,1500,DECLINED,E
112.0,2011-10-01 19:05:56,173784,5000,ACCEPTED,J
112.0,2011-10-01 19:05:57,173784,5000,ACCEPTED,G
112.0,2011-10-01 19:06:42,173784,5000,ACCEPTED,H
11122.0,2011-10-04 17:35:26,173784,5000,ACCEPTED,A
11122.0,2011-10-04 17:37:27,173784,5000,ACCEPTED,F
10609.0,2011-11-15 12:50:28,173784,5000,ACCEPTED,C
10609.0,2011-11-15 12:50:28,173784,5000,ACCEPTED,B
10609.0,2011-11-15 12:50:28,173784,5000,ACCEPTED,I
112.0,2011-10-01 19:06:01,173787,5000,CANCELLED,J
112.0,2011-10-01 19:06:01,173787,5000,CANCELLED,G
112.0,2011-10-01 19:06:46,173787,5000,CANCELLED,H
11202.0,2011-10-03 09:27:58,173787,5000,CANCELLED,A
11202.0,2011-10-03 09:31:07,173787,5000,CANCELLED,F
11119.0,2011-10-19 18:51:53,173787,5000,CANCELLED,D
112.0,2011-10-01 19:14:15,173790,5000,ACCEPTED,J
112.0,2011-10-01 19:14:15,173790,5000,ACCEPTED,G
112.0,2011-10-01 19:14:57,173790,5000,ACCEPTED,H
11120.0,2011-10-03 09:25:01,173790,5000,ACCEPTED,A
11120.0,2011-10-03 09:26:10,173790,5000,ACCEPTED,F
10609.0,2011-10-10 14:22:35,173790,5000,ACCEPTED,C
10609.0,2011-10-10 14:22:35,173790,5000,ACCEPTED,B
10609.0,2011-10-10 14:22:35,173790,5000,ACCEPTED,I
112.0,2011-10-01 19:32:46,173793,6000,ACCEPTED,J
112.0,2011-10-01 19:32:46,173793,6000,ACCEPTED,G
112.0,2011-10-01 19:33:28,173793,6000,ACCEPTED,H
11120.0,2011-10-03 14:50:01,173793,6000,ACCEPTED,A
11120.0,2011-10-03 14:53:19,173793,6000,ACCEPTED,F
10609.0,2011-10-18 11:25:03,173793,6000,ACCEPTED,I
10609.0,2011-10-18 11:25:03,173793,6000,ACCEPTED,B
10609.0,2011-10-18 11:25:03,173793,6000,ACCEPTED,C
112.0,2011-10-01 20:19:11,173796,15000,CANCELLED,J
112.0,2011-10-01 20:19:12,173796,15000,CANCELLED,G
112.0,2011-10-01 20:19:54,173796,15000,CANCELLED,H
11001.0,2011-10-03 11:07:36,173796,15000,CANCELLED,A
11001.0,2011-10-03 11:15:53,173796,15000,CANCELLED,F
11201.0,2011-10-10 17:23:53,173796,15000,CANCELLED,D
112.0,2011-10-01 20:35:21,173802,25000,DECLINED,J
112.0,2011-10-01 20:35:21,173802,25000,DECLINED,G
10971.0,2011-10-03 09:07:15,173802,25000,DECLINED,E
112.0,2011-10-01 21:07:54,173805,5000,CANCELLED,J
112.0,2011-10-01 21:07:54,173805,5000,CANCELLED,G
112.0,2011-10-01 21:08:44,173805,5000,CANCELLED,H
11202.0,2011-10-03 09:50:56,173805,5000,CANCELLED,A
11202.0,2011-10-03 09:53:24,173805,5000,CANCELLED,F
112.0,2011-11-03 09:15:16,173805,5000,CANCELLED,D
112.0,2011-10-01 22:59:29,173811,50000,CANCELLED,J
112.0,2011-10-01 22:59:29,173811,50000,CANCELLED,G
10971.0,2011-10-03 09:09:14,173811,50000,CANCELLED,H
11180.0,2011-10-03 11:45:30,173811,50000,CANCELLED,A
11180.0,2011-10-03 11:47:47,173811,50000,CANCELLED,F
112.0,2011-11-03 09:15:25,173811,50000,CANCELLED,D
112.0,2011-10-02 01:39:06,173820,7500,DECLINED,J
112.0,2011-10-02 01:39:07,173820,7500,DECLINED,G
112.0,2011-10-02 01:39:50,173820,7500,DECLINED,E
112.0,2011-10-02 09:54:34,173829,5000,DECLINED,J
112.0,2011-10-02 09:54:34,173829,5000,DECLINED,G
10889.0,2011-10-03 09:37:43,173829,5000,DECLINED,H
10889.0,2011-10-03 09:38:47,173829,5000,DECLINED,E
112.0,2011-10-02 10:20:29,173835,10000,CANCELLED,J
112.0,2011-10-02 10:20:30,173835,10000,CANCELLED,G
112.0,2011-10-02 10:21:19,173835,10000,CANCELLED,H
11180.0,2011-10-03 10:29:10,173835,10000,CANCELLED,A
11180.0,2011-10-03 10:35:59,173835,10000,CANCELLED,F
10861.0,2011-10-18 14:12:43,173835,10000,CANCELLED,D
112.0,2011-10-02 10:57:22,173841,10000,CANCELLED,J
112.0,2011-10-02 10:57:22,173841,10000,CANCELLED,G
112.0,2011-10-02 10:57:55,173841,10000,CANCELLED,H
11001.0,2011-10-04 13:59:20,173841,10000,CANCELLED,D
112.0,2011-10-02 11:03:26,173844,15500,ACCEPTED,J
112.0,2011-10-02 11:03:26,173844,15500,ACCEPTED,G
112.0,2011-10-02 11:04:15,173844,15500,ACCEPTED,H
11201.0,2011-10-03 13:15:57,173844,15500,ACCEPTED,A
11201.0,2011-10-03 13:19:45,173844,15500,ACCEPTED,F
10629.0,2011-10-11 14:57:01,173844,15500,ACCEPTED,C
10629.0,2011-10-11 14:57:01,173844,15500,ACCEPTED,I
10629.0,2011-10-11 14:57:01,173844,15500,ACCEPTED,B
112.0,2011-10-02 11:26:19,173847,5000,DECLINED,J
112.0,2011-10-02 11:26:19,173847,5000,DECLINED,G
112.0,2011-10-02 11:27:03,173847,5000,DECLINED,H
11202.0,2011-10-03 10:19:34,173847,5000,DECLINED,A
11202.0,2011-10-03 10:22:05,173847,5000,DECLINED,F
10138.0,2011-10-12 10:52:11,173847,5000,DECLINED,E
112.0,2011-10-02 11:33:24,173853,7500,DECLINED,J
112.0,2011-10-02 11:33:24,173853,7500,DECLINED,G
112.0,2011-10-02 11:33:58,173853,7500,DECLINED,E
112.0,2011-10-02 11:47:41,173859,5000,CANCELLED,J
112.0,2011-10-02 11:47:41,173859,5000,CANCELLED,G
11001.0,2011-10-03 09:28:42,173859,5000,CANCELLED,H
11120.0,2011-10-03 12:32:19,173859,5000,CANCELLED,A
11120.0,2011-10-03 12:37:05,173859,5000,CANCELLED,F
11120.0,2011-10-10 16:43:52,173859,5000,CANCELLED,D
112.0,2011-10-02 12:04:39,173862,10000,DECLINED,J
112.0,2011-10-02 12:04:39,173862,10000,DECLINED,G
11001.0,2011-10-03 09:30:06,173862,10000,DECLINED,E
112.0,2011-10-02 13:10:37,173874,12500,DECLINED,J
112.0,2011-10-02 13:10:37,173874,12500,DECLINED,G
112.0,2011-10-02 13:10:40,173874,12500,DECLINED,E
112.0,2011-10-02 13:24:15,173880,50000,ACCEPTED,J
112.0,2011-10-02 13:24:15,173880,50000,ACCEPTED,G
11001.0,2011-10-03 09:31:45,173880,50000,ACCEPTED,H
11201.0,2011-10-03 13:58:18,173880,50000,ACCEPTED,A
11201.0,2011-10-03 14:00:45,173880,50000,ACCEPTED,F
10138.0,2011-11-04 13:09:38,173880,50000,ACCEPTED,C
10138.0,2011-11-04 13:09:38,173880,50000,ACCEPTED,I
10138.0,2011-11-04 13:09:38,173880,50000,ACCEPTED,B
112.0,2011-10-02 14:42:12,173889,7500,DECLINED,J
112.0,2011-10-02 14:42:14,173889,7500,DECLINED,G
11001.0,2011-10-03 09:36:30,173889,7500,DECLINED,E
112.0,2011-10-02 16:05:39,173898,7000,CANCELLED,J
112.0,2011-10-02 16:05:40,173898,7000,CANCELLED,G
10889.0,2011-10-03 09:37:05,173898,7000,CANCELLED,H
10889.0,2011-10-03 16:50:37,173898,7000,CANCELLED,A
10889.0,2011-10-03 16:51:47,173898,7000,CANCELLED,F
11201.0,2011-10-13 20:00:46,173898,7000,CANCELLED,D
112.0,2011-10-02 16:12:08,173901,5750,DECLINED,J
112.0,2011-10-02 16:12:08,173901,5750,DECLINED,G
10889.0,2011-10-03 09:33:41,173901,5750,DECLINED,E
112.0,2011-10-02 16:52:36,173904,5000,DECLINED,J
112.0,2011-10-02 16:52:36,173904,5000,DECLINED,G
10889.0,2011-10-03 09:35:18,173904,5000,DECLINED,E
112.0,2011-10-02 17:18:05,173913,5500,ACCEPTED,J
112.0,2011-10-02 17:18:05,173913,5500,ACCEPTED,G
112.0,2011-10-02 17:18:41,173913,5500,ACCEPTED,H
11202.0,2011-10-03 10:33:01,173913,5500,ACCEPTED,A
11202.0,2011-10-03 10:43:47,173913,5500,ACCEPTED,F
10809.0,2011-10-12 16:00:58,173913,5500,ACCEPTED,B
10809.0,2011-10-12 16:00:58,173913,5500,ACCEPTED,C
10809.0,2011-10-12 16:00:58,173913,5500,ACCEPTED,I
112.0,2011-10-02 17:45:59,173916,2500,DECLINED,J
112.0,2011-10-02 17:45:59,173916,2500,DECLINED,G
10188.0,2011-10-03 11:19:27,173916,2500,DECLINED,E
112.0,2011-10-02 17:55:10,173919,4000,CANCELLED,J
112.0,2011-10-02 17:55:11,173919,4000,CANCELLED,G
10889.0,2011-10-03 09:30:24,173919,4000,CANCELLED,H
11202.0,2011-10-04 12:04:00,173919,4000,CANCELLED,D
112.0,2011-10-02 18:00:06,173925,5000,DECLINED,J
112.0,2011-10-02 18:00:06,173925,5000,DECLINED,G
10889.0,2011-10-03 09:28:16,173925,5000,DECLINED,H
11120.0,2011-10-03 12:23:39,173925,5000,DECLINED,E
112.0,2011-10-02 18:30:01,173928,33000,ACCEPTED,J
112.0,2011-10-02 18:30:01,173928,33000,ACCEPTED,G
112.0,2011-10-02 18:30:55,173928,33000,ACCEPTED,H
11180.0,2011-10-03 15:23:23,173928,33000,ACCEPTED,A
11180.0,2011-10-03 15:29:05,173928,33000,ACCEPTED,F
10972.0,2011-11-29 09:27:25,173928,33000,ACCEPTED,I
10972.0,2011-11-29 09:27:25,173928,33000,ACCEPTED,C
10972.0,2011-11-29 09:27:25,173928,33000,ACCEPTED,B
112.0,2011-10-02 19:27:33,173931,8000,DECLINED,J
112.0,2011-10-02 19:27:33,173931,8000,DECLINED,G
112.0,2011-10-02 19:28:11,173931,8000,DECLINED,E
112.0,2011-10-02 21:07:34,173937,6000,CANCELLED,J
112.0,2011-10-02 21:07:34,173937,6000,CANCELLED,G
112.0,2011-10-02 21:08:17,173937,6000,CANCELLED,H
112.0,2011-11-02 09:15:09,173937,6000,CANCELLED,D
112.0,2011-10-02 21:08:02,173940,7000,ACCEPTED,J
112.0,2011-10-02 21:08:02,173940,7000,ACCEPTED,G
112.0,2011-10-02 21:08:42,173940,7000,ACCEPTED,H
11119.0,2011-10-03 18:48:40,173940,7000,ACCEPTED,A
11119.0,2011-10-03 18:51:13,173940,7000,ACCEPTED,F
10138.0,2011-10-14 08:30:21,173940,7000,ACCEPTED,C
10138.0,2011-10-14 08:30:21,173940,7000,ACCEPTED,I
10138.0,2011-10-14 08:30:21,173940,7000,ACCEPTED,B
112.0,2011-10-02 22:11:52,173943,7493,CANCELLED,J
112.0,2011-10-02 22:11:52,173943,7493,CANCELLED,G
10889.0,2011-10-03 09:23:42,173943,7493,CANCELLED,H
10982.0,2011-10-03 20:03:20,173943,7493,CANCELLED,A
10982.0,2011-10-03 20:05:38,173943,7493,CANCELLED,F
112.0,2011-11-03 09:15:32,173943,7493,CANCELLED,D
112.0,2011-10-02 22:51:17,173946,8000,CANCELLED,J
112.0,2011-10-02 22:51:17,173946,8000,CANCELLED,G
112.0,2011-10-02 22:51:56,173946,8000,CANCELLED,H
11180.0,2011-10-03 10:47:41,173946,8000,CANCELLED,A
11180.0,2011-10-03 10:53:05,173946,8000,CANCELLED,F
112.0,2011-11-03 09:15:22,173946,8000,CANCELLED,D
112.0,2011-10-02 23:15:19,173955,10000,ACCEPTED,J
112.0,2011-10-02 23:15:19,173955,10000,ACCEPTED,G
112.0,2011-10-02 23:16:01,173955,10000,ACCEPTED,H
10971.0,2011-10-04 09:19:20,173955,10000,ACCEPTED,A
10971.0,2011-10-04 09:20:00,173955,10000,ACCEPTED,F
10972.0,2011-11-29 15:05:21,173955,10000,ACCEPTED,C
10972.0,2011-11-29 15:05:21,173955,10000,ACCEPTED,I
10972.0,2011-11-29 15:05:21,173955,10000,ACCEPTED,B
112.0,2011-10-02 23:18:42,173958,12500,CANCELLED,J
112.0,2011-10-02 23:18:42,173958,12500,CANCELLED,G
112.0,2011-10-02 23:19:15,173958,12500,CANCELLED,H
112.0,2011-11-02 09:15:12,173958,12500,CANCELLED,D
112.0,2011-10-02 23:43:30,173964,60000,CANCELLED,J
112.0,2011-10-02 23:43:30,173964,60000,CANCELLED,G
10889.0,2011-10-03 09:19:23,173964,60000,CANCELLED,H
11120.0,2011-10-03 11:33:33,173964,60000,CANCELLED,D
112.0,2011-10-03 08:09:57,173979,30000,ACCEPTED,J
112.0,2011-10-03 08:10:00,173979,30000,ACCEPTED,G
112.0,2011-10-03 08:10:43,173979,30000,ACCEPTED,H
10913.0,2011-10-03 11:31:50,173979,30000,ACCEPTED,A
10913.0,2011-10-03 11:35:26,173979,30000,ACCEPTED,F
10972.0,2011-10-11 14:01:47,173979,30000,ACCEPTED,C
10972.0,2011-10-11 14:01:47,173979,30000,ACCEPTED,B
10972.0,2011-10-11 14:01:47,173979,30000,ACCEPTED,I
112.0,2011-10-03 09:30:51,173982,8000,CANCELLED,J
112.0,2011-10-03 09:30:53,173982,8000,CANCELLED,G
112.0,2011-10-03 09:31:43,173982,8000,CANCELLED,H
11180.0,2011-10-03 12:33:59,173982,8000,CANCELLED,A
11180.0,2011-10-03 12:36:32,173982,8000,CANCELLED,F
11119.0,2011-10-10 17:27:02,173982,8000,CANCELLED,D
112.0,2011-10-03 09:34:18,173985,5800,DECLINED,J
112.0,2011-10-03 09:34:18,173985,5800,DECLINED,G
10971.0,2011-10-03 09:46:38,173985,5800,DECLINED,H
10971.0,2011-10-03 09:53:47,173985,5800,DECLINED,A
10971.0,2011-10-03 09:54:36,173985,5800,DECLINED,F
10609.0,2011-10-13 10:26:07,173985,5800,DECLINED,E
112.0,2011-10-03 09:52:42,173988,10000,CANCELLED,J
112.0,2011-10-03 09:52:43,173988,10000,CANCELLED,G
11001.0,2011-10-03 09:55:14,173988,10000,CANCELLED,H
10971.0,2011-10-03 10:33:40,173988,10000,CANCELLED,A
10971.0,2011-10-03 10:33:55,173988,10000,CANCELLED,F
11120.0,2011-10-10 16:32:17,173988,10000,CANCELLED,D
112.0,2011-10-03 10:07:17,173991,5000,DECLINED,J
112.0,2011-10-03 10:07:17,173991,5000,DECLINED,G
112.0,2011-10-03 10:07:55,173991,5000,DECLINED,E
112.0,2011-10-03 10:33:48,173994,2000,DECLINED,J
112.0,2011-10-03 10:33:49,173994,2000,DECLINED,G
112.0,2011-10-03 10:34:40,173994,2000,DECLINED,E
112.0,2011-10-03 10:38:11,173997,50000,CANCELLED,J
112.0,2011-10-03 10:38:11,173997,50000,CANCELLED,G
112.0,2011-10-03 10:38:55,173997,50000,CANCELLED,H
11200.0,2011-10-04 12:37:40,173997,50000,CANCELLED,A
11200.0,2011-10-04 12:44:41,173997,50000,CANCELLED,F
11180.0,2011-10-19 10:30:56,173997,50000,CANCELLED,D
112.0,2011-10-03 10:39:02,174000,20000,CANCELLED,J
112.0,2011-10-03 10:39:02,174000,20000,CANCELLED,G
10971.0,2011-10-03 10:42:58,174000,20000,CANCELLED,H
10971.0,2011-10-03 10:46:13,174000,20000,CANCELLED,A
10971.0,2011-10-03 10:47:16,174000,20000,CANCELLED,F
112.0,2011-11-03 09:15:19,174000,20000,CANCELLED,D
112.0,2011-10-03 10:58:38,174003,45265,DECLINED,J
112.0,2011-10-03 10:58:38,174003,45265,DECLINED,G
112.0,2011-10-03 10:59:21,174003,45265,DECLINED,E
112.0,2011-10-03 11:00:00,174009,7000,DECLINED,J
112.0,2011-10-03 11:00:01,174009,7000,DECLINED,G
112.0,2011-10-03 11:00:44,174009,7000,DECLINED,H
11201.0,2011-10-03 15:28:03,174009,7000,DECLINED,A
11201.0,2011-10-03 15:31:53,174009,7000,DECLINED,F
10609.0,2011-10-13 09:35:26,174009,7000,DECLINED,E
112.0,2011-10-03 11:06:41,174012,7500,CANCELLED,J
112.0,2011-10-03 11:06:41,174012,7500,CANCELLED,G
112.0,2011-10-03 11:07:29,174012,7500,CANCELLED,H
11120.0,2011-10-03 14:27:39,174012,7500,CANCELLED,A
11120.0,2011-10-03 14:29:07,174012,7500,CANCELLED,F
11181.0,2011-10-18 17:35:53,174012,7500,CANCELLED,D
112.0,2011-10-03 11:21:10,174018,25000,CANCELLED,J
112.0,2011-10-03 11:21:11,174018,25000,CANCELLED,G
112.0,2011-10-03 11:21:49,174018,25000,CANCELLED,H
11180.0,2011-10-03 14:20:37,174018,25000,CANCELLED,A
11180.0,2011-10-03 14:24:15,174018,25000,CANCELLED,F
10912.0,2011-10-17 11:35:04,174018,25000,CANCELLED,D
112.0,2011-10-03 11:33:52,174021,5000,DECLINED,J
112.0,2011-10-03 11:33:53,174021,5000,DECLINED,G
11001.0,2011-10-03 12:14:44,174021,5000,DECLINED,E
112.0,2011-10-03 11:52:28,174027,10000,DECLINED,J
112.0,2011-10-03 11:52:28,174027,10000,DECLINED,G
11001.0,2011-10-03 12:18:12,174027,10000,DECLINED,E
112.0,2011-10-03 11:55:53,174030,25000,CANCELLED,J
112.0,2011-10-03 11:55:53,174030,25000,CANCELLED,G
112.0,2011-10-03 11:56:38,174030,25000,CANCELLED,H
11200.0,2011-10-06 20:11:02,174030,25000,CANCELLED,A
11200.0,2011-10-06 20:13:47,174030,25000,CANCELLED,F
11201.0,2011-11-04 17:47:03,174030,25000,CANCELLED,D
112.0,2011-10-03 12:02:51,174036,15000,ACCEPTED,J
112.0,2011-10-03 12:02:51,174036,15000,ACCEPTED,G
112.0,2011-10-03 12:03:33,174036,15000,ACCEPTED,H
11119.0,2011-10-03 17:41:47,174036,15000,ACCEPTED,A
11119.0,2011-10-03 17:43:36,174036,15000,ACCEPTED,F
10809.0,2011-10-18 11:06:51,174036,15000,ACCEPTED,C
10809.0,2011-10-18 11:06:51,174036,15000,ACCEPTED,B
10809.0,2011-10-18 11:06:51,174036,15000,ACCEPTED,I
112.0,2011-10-03 12:09:32,174039,26000,ACCEPTED,J
112.0,2011-10-03 12:09:33,174039,26000,ACCEPTED,G
112.0,2011-10-03 12:10:15,174039,26000,ACCEPTED,H
11189.0,2011-10-10 12:09:41,174039,26000,ACCEPTED,A
11189.0,2011-10-10 12:12:06,174039,26000,ACCEPTED,F
10972.0,2011-10-27 10:01:32,174039,26000,ACCEPTED,B
10972.0,2011-10-27 10:01:32,174039,26000,ACCEPTED,C
10972.0,2011-10-27 10:01:32,174039,26000,ACCEPTED,I
112.0,2011-10-03 12:10:17,174042,7500,ACCEPTED,J
112.0,2011-10-03 12:10:18,174042,7500,ACCEPTED,G
112.0,2011-10-03 12:10:57,174042,7500,ACCEPTED,H
11202.0,2011-10-03 12:22:52,174042,7500,ACCEPTED,A
11202.0,2011-10-03 12:27:15,174042,7500,ACCEPTED,F
10609.0,2011-10-11 16:43:10,174042,7500,ACCEPTED,I
10609.0,2011-10-11 16:43:10,174042,7500,ACCEPTED,C
10609.0,2011-10-11 16:43:10,174042,7500,ACCEPTED,B
112.0,2011-10-03 12:15:14,174045,25000,ACCEPTED,J
112.0,2011-10-03 12:15:15,174045,25000,ACCEPTED,G
112.0,2011-10-03 12:16:08,174045,25000,ACCEPTED,H
10809.0,2011-10-03 12:18:07,174045,25000,ACCEPTED,A
10809.0,2011-10-03 12:18:43,174045,25000,ACCEPTED,F
10809.0,2011-10-18 10:10:34,174045,25000,ACCEPTED,I
10809.0,2011-10-18 10:10:34,174045,25000,ACCEPTED,C
10809.0,2011-10-18 10:10:34,174045,25000,ACCEPTED,B
112.0,2011-10-03 12:35:21,174054,46000,DECLINED,J
112.0,2011-10-03 12:35:21,174054,46000,DECLINED,G
112.0,2011-10-03 12:36:00,174054,46000,DECLINED,E
112.0,2011-10-03 12:55:00,174060,6000,ACCEPTED,J
112.0,2011-10-03 12:55:01,174060,6000,ACCEPTED,G
112.0,2011-10-03 12:55:57,174060,6000,ACCEPTED,H
11201.0,2011-10-03 14:24:58,174060,6000,ACCEPTED,A
11201.0,2011-10-03 14:28:02,174060,6000,ACCEPTED,F
10609.0,2011-12-13 09:44:17,174060,6000,ACCEPTED,C
10609.0,2011-12-13 09:44:17,174060,6000,ACCEPTED,B
10609.0,2011-12-13 09:44:17,174060,6000,ACCEPTED,I
112.0,2011-10-03 13:05:44,174069,43640,DECLINED,J
112.0,2011-10-03 13:05:44,174069,43640,DECLINED,G
11001.0,2011-10-03 13:26:35,174069,43640,DECLINED,H
10880.0,2011-10-03 17:21:17,174069,43640,DECLINED,A
